code,description,symptoms,causes
B2460,Aux Heater Flame Sensor Circuit Short to Ground,NA,NA
B2461,Aux Heater Flame Sensor Circuit Open,NA,NA
B2462,Aux Heater Flame Out Fault,NA,NA
B2463,Aux Heater Overheat Fault,NA,NA
B2464,Aux Heater Start Time Exceeded,NA,NA
B2465,Aux Heater Start Counter Overrun/System Locked (same as below ?),NA,NA
B2466,Aux Heater Overheat Counter Overrun/System Locked,NA,NA
B2467,Aux Heater Cool Down Time Exceeded (may be con to a453-5 ),NA,NA
B2468,Aux Heater Coolant Pump Circuit Short to Ground,NA,NA
B2469,Aux Heater Coolant Pump Circuit Open,NA,NA
B2470,Interior Fan Control Circuit Short to Ground,NA,NA
B2471,Interior Fan Control Circuit Open,NA,NA
B2472,Fog Lamp Switch  Failure,NA,NA
B2473,Passenger Door Disarm Switch ckt Short to Ground,NA,NA
B2474,Passenger Door Lock Switch Circuit Shorted to Ground,NA,NA
B2475,Passenger Door Unlock Switch Circuit Shorted to Ground,NA,NA
B2476,RADIO PRESENT SWITCH Ckt Failure,NA,NA
B2477,Module Configuration Failure,NA,NA
B2478,ANTI THEFT INPUT SIGNAL SHORT TO GROUND,NA,NA
B2479,BRAKE PARK SWITCH CIRCUIT SHORT TO GROUND,NA,NA
B2480,LF CORNER LAMP OUTPUT Ckt Short to Battery,NA,NA
B2481,Convertible Top Up/Down switch Fault,NA,NA
B2482,RF CORNER LAMP OUTPUT Ckt Short to Battery,NA,NA
B2483,Enable Signal Open Circuit,NA,NA
B2484,Disable Signal Short to Ground,NA,NA
B2485,LF SIDE REPEATER LAMP OUTPUT Ckt Short to Battery,NA,NA
B2487,RF SIDE REPEATER LAMP OUTPUT Ckt Short to Battery,NA,NA
B2489,UNDERHOOD LAMP OUTPUT CIRCUIT Failure,NA,NA
B2490,UNDERHOOD LAMP OUTPUT CIRCUIT Short to Battery,NA,NA
B2491,RF PARK LAMP OUTPUT CIRCUIT Short to Battery,NA,NA
B2492,Already Programmed (Test Mode DTC Only !!!),NA,NA
B2493,LF PARK LAMP OUTPUT CIRCUIT Short to Battery,NA,NA
B2494,ANTI THEFT HORN OUTPUT CIRCUIT Short to Batt,NA,NA
B2495,ANTI THEFT HORN OUTPUT CIRCUIT Failure,NA,NA
B2496,ANTI THEFT HORN OUTPUT CIRCUIT Short to Gnd,NA,NA
B2499,COURTESY LAMP OUTPUT Failure,NA,NA
B2500,COURTESY LAMP OUTPUT Ckt Short to Battery,NA,NA
B2501,LF LAMP LOW BEAM CIRCUIT Failure,NA,NA
B2502,LF LAMP LOW BEAM CIRCUIT Short to Battery,NA,NA
B2503,RF LAMP LOW BEAM CIRCUIT Failure,NA,NA
B2504,RF LAMP LOW BEAM CIRCUIT Short to Battery,NA,NA
B2505,LF LAMP HIGH BEAM CIRCUIT Failure,NA,NA
B2506,LF LAMP HIGH BEAM CIRCUIT Short to Battery,NA,NA
B2507,RF LAMP HIGH BEAM CIRCUIT Failure,NA,NA
B2508,RF LAMP HIGH BEAM CIRCUIT Short to Battery,NA,NA
B2509,Rear Fog Lamp Switch Circuit Failure,NA,NA
B2510,Main Blower Motor Relay Circuit Short to Battery,NA,NA
B2511,Horn Output Relay Circuit Short to Battery,NA,NA
B2512,Front Fog Lamp Relay Ckt Short to Battery,NA,NA
B2513,Blower (Fan) Circuit Failure,NA,NA
B2514,Blower (Fan) Circuit Short to Vbatt,NA,NA
B2515,Heater Blower Relay Circuit Failure,NA,NA
B2516,Blower Control Circuit Failure,NA,NA
B2517,Emergency Power Off System Faulted,NA,NA
B2518,Compressor Overtemp Fault,NA,NA
B2519,High Mount Stop Lamp Circuit Failure,NA,NA
B2520,High Mount Stop Lamp Circuit Short to Battery,NA,NA
B2523,License Lamp Circuit Failure,NA,NA
B2524,License Lamp Circuit Short to Battery,NA,NA
B2525,Left Rear Backup Lamp Circuit Failure,NA,NA
B2526,Left Rear Backup Lamp Circuit Short to Battery,NA,NA
B2527,Left Rear Stop lamp Circuit Failure,NA,NA
B2528,Left Rear Stop lamp Circuit Short to Battery,NA,NA
B2529,Left Rear  Turn Lamp Circuit Failure,NA,NA
B2530,Left Rear  Turn Lamp Circuit Short to Battery,NA,NA
B2531,Right Rear Backup Lamp Circuit Failure,NA,NA
B2532,Right Rear Backup Lamp Circuit Short to Battery,NA,NA
B2533,Right Rear Stop lamp Circuit Failure,NA,NA
B2534,Right Rear Stop lamp Circuit Short to Battery,NA,NA
B2535,Right Rear  Turn Lamp Circuit Failure,NA,NA
B2536,Right Rear  Turn Lamp Circuit Short to Battery,NA,NA
B2539,Aux A/C Mode Position Reference Circuit Short to Ground,NA,NA
B2540,Aux A/C Mode Position Reference Circuit Short to Battery,NA,NA
B2543,Aux A/C Control Switch Reference Circuit Short to Ground,NA,NA
B2544,Aux A/C Control Switch Reference Circuit Short to Battery,NA,NA
B2545,System Power Relay Circuit Short to Battery,NA,NA
B2546,System Power Relay Circuit Failure,NA,NA
B2550,LAMP DOME OUTPUT Circuit Short to Ground,NA,NA
B2553,Disable Signal Output Circuit Short to Battery,NA,NA
B2554,LAMP DOME OUTPUT Circuit Failure,NA,NA
B2555,LAMP DOME OUTPUT Circuit Short to Battery,NA,NA
B2556,Enable Signal  Circuit Short to Battery,NA,NA
B2557,Left Power Sliding Door Open/Close Output Circuit Short to Battery,NA,NA
B2558,Right Power Sliding Door Open/Close Output Circuit Short to Battery,NA,NA
B2559,Aux A/C Blower Motor Relay Circuit Short to Battery,NA,NA
B2560,Aux A/C Blower Motor Relay Circuit Short to Ground,NA,NA
B2561,Aux A/C Blower Speed 1 Circuit Failure,NA,NA
B2562,Aux A/C Blower Speed 1 Circuit Short to Ground,NA,NA
B2563,Aux A/C Blower Speed 2 Circuit Failure,NA,NA
B2564,Aux A/C Blower Speed 2 Circuit Short to Ground,NA,NA
B2565,Right Tail Lamp Circuit Failure,NA,NA
B2566,Right Tail Lamp Circuit Short to Ground,NA,NA
B2567,Reverse Mirror Output Circuit Failure,NA,NA
B2568,Reverse Mirror Output Circuit Short to Ground,NA,NA
B2569,Liftgate Disarm Switch Circuit Short to Ground,NA,NA
B2570,Right Lamp Outage Signal Circuit Short to Ground,NA,NA
B2571,Left Lamp Outage Signal Circuit Short to Ground,NA,NA
B2580,Aux Blower Sense Switch Circuit Failure,NA,NA
B2581,Passenger Seat Occupant Detection Circuit Short To Ground,NA,NA
B2582,Passenger Seat Occupant Detection Circuit Open,NA,NA
B2583,Child Seat Detection Circuit Short to Ground,NA,NA
B2584,Child Seat Detection Circuit Open,NA,NA
B2585,Anti Theft Input Signal Circuit Short To Battery,NA,NA
B2586,Headlamp Mode Select Circuit Failure,NA,NA
B2587,Passenger Seat Occupant Detection Circuit Short To Battery,NA,NA
B2588,Child Seat Detection Circuit Short To Battery,NA,NA
B2589,Unexpected Door Reversal During Close,NA,NA
B2590,Vehicle Park/Speed Signal Circuit Failure,NA,NA
B2591,Detent Signal Missing During Unlatch,NA,NA
B2592,PSD Not Fully Closed (Module Commanded Successfully),NA,NA
B2593,Power Sliding Door Opened During Module Close Command,NA,NA
B2594,No Movement Detected After an Unlatch During Power Open,NA,NA
B2595,Anti Theft Input Signal Circuit Failure,NA,NA
B2596,Headlamp Aim Output Relay Circuit Short To Battery,NA,NA
B2597,Headlamp Aim Output Relay Circuit Failure,NA,NA
B2598,Headlamp Relay Circuit Failure,NA,NA
B2599,Tailgate Release Open Circuit,NA,NA
B2600,Double Locking Door Motor Frozen,NA,NA
B2601,No Latch Signal Sensed on Closing and Door Reversed,NA,NA
B2602,Missing Latch Signal During Power Sliding Door Unlatch,NA,NA
B2603,PSD Not Fully Closed During Self-Test,NA,NA
B2604,Power Sliding Door On/Off Switch Open Circuit,NA,NA
B2605,Disable Signal Open Circuit,NA,NA
B2606,A/C Temperature Sensor Out of Range,NA,NA
C1091,Speed Wheel Sensor All Coherency Failure,NA,NA
C1095,ABS Hydraulic Pump Motor Circuit Failure,NA,NA
C1096,ABS Hydraulic Pump Motor Circuit Open,NA,NA
C1097,ABS Hydraulic Pump Motor Circuit Short To Ground,NA,NA
C1098,ABS Hydraulic Pump Motor Circuit Short To Battery,NA,NA
C1100,ABS Pump Switch Circuit Failure,NA,NA
C1101,ABS Hydraulic Valve Circuit Failure,NA,NA
C1102,ABS Acceleration Switch Circuit Failure,NA,NA
C1103,ABS Hydraulic Brake Switch Circuit Failure,NA,NA
C1104,Traction Control Active Lamp - Circuit Short to Battery,NA,NA
C1105,Traction Control Disable Lamp - Circuit Short to Battery,NA,NA
C1106,Traction Control Disable Switch Circuit Short to Battery,NA,NA
C1107,ABS Function Enabled Input Circuit Failure,NA,NA
C1109,Speed Control Actuator Assembly Cable Release  Failure,NA,NA
C1110,ABS Power Relay Coil Circuit Failure,NA,NA
C1111,ABS Power Relay Coil Open Circuit,NA,NA
C1112,ABS Power Relay Coil Short Circuit To Ground,NA,NA
C1113,ABS Power Relay Coil Short Circuit To Battery,NA,NA
C1114,ABS Power Relay Output Short Circuit To Ground,NA,NA
C1115,ABS Power Relay Output Short Circuit To Battery,NA,NA
C1116,Starter Motor Circuit Failure,NA,NA
C1117,RPM Input Circuit Failure,NA,NA
C1123,Vehicle Speed Sensor Input Short to Battery,NA,NA
C1124,Input shaft speed signal missing/faulted,NA,NA
C1125,Brake Fluid Level Sensor Input Circuit Failure,NA,NA
C1126,Cruise Control Command Switch Assembly Circuit Failure,NA,NA
C1127,Cruise Control Deactivator Brake Switch Circuit Failure,NA,NA
C1132,Clutch position ckt short to ground,NA,NA
C1133,Clutch position ckt short to battery,NA,NA
C1134,Gear Shift position short to ground,NA,NA
C1135,Gear Shift position short to battery,NA,NA
C1136,Gear Select position short to ground,NA,NA
C1137,ECU is Defective,NA,NA
C1138,Gear Select position short to Battery,NA,NA
C1139,Wheel Speed Sensor Center Tone Ring Missing Tooth Fault,NA,NA
C1140,Hydraulic Base Brake Failure,NA,NA
C1141,Wheel Speed Sensor LF Tone Ring Tooth Missing Fault,NA,NA
C1142,Wheel Speed Sensor RF Tone Ring Tooth Missing Fault,NA,NA
C1143,Wheel Speed Sensor LR Tone Ring Tooth Missing Fault,NA,NA
C1144,Wheel Speed Sensor RR Tone Ring Tooth Missing Fault,NA,NA
C1145,Speed Wheel Sensor RF Input Circuit Failure,NA,NA
C1146,Speed Wheel Sensor RF Circuit Open,NA,NA
C1148,Speed Wheel Sensor RF Coherency Fault,NA,NA
C1149,Hydraulic Fluid Pressure/ Flow Circuit Failure,NA,NA
C1150,Two Speed Rear Axle Input Switch Circuit Short to Vbatt,NA,NA
C1155,Speed Wheel Sensor LF Input Circuit Failure,NA,NA
C1156,Speed Wheel Sensor LF Circuit Open,NA,NA
C1157,Park Brake Actuator Assembly Switch Applied Circuit Failure,NA,NA
C1158,Speed Wheel Sensor LF Coherency Fault,NA,NA
C1159,Hydraulic Fluid Pressure/ Flow Circuit Short to Gnd,NA,NA
C1161,Air Pressure Low Circuit Short to Gnd,NA,NA
C1162,Park Brake Switch # 2 Released Circuit Failure,NA,NA
C1163,Park Brake Switch # 2 Applied Circuit Short to Gnd,NA,NA
C1164,Park Brake Actuator Assembly Switch Circuit Failure,NA,NA
C1165,Speed Wheel Sensor RR Input Circuit Failure,NA,NA
C1166,Speed Wheel Sensor RR Input Open Circuit,NA,NA
C1167,Park Brake Actuator Assembly Switch Released Circuit Short to Gnd,NA,NA
C1168,Speed Wheel Sensor RR Coherency Fault,NA,NA
C1169,ABS Fluid Dumping Exceeds Maximum Timing,NA,NA
C1170,PRNDL  Switch Circuit Failure,NA,NA
C1172,Park Brake Switch # 1 Applied Circuit Failure,NA,NA
C1173,Park Brake Switch # 1 Released Circuit Short to Gnd,NA,NA
C1174,Park Brake Switch # 2 Applied Circuit Failure,NA,NA
C1175,Speed Wheel Sensor LR Input Circuit Failure,NA,NA
C1176,Speed Wheel Sensor LR Circuit Open,NA,NA
C1177,Park Brake Actuator Assembly Switch Released Circuit Failure,NA,NA
C1178,Speed Wheel Sensor LR Coherency Fault,NA,NA
C1179,Speed Control Actuator Assembly Cable Slack Failure,NA,NA
C1180,Park Brake Valve Solenoid #1 Sense Input Circuit Failure,NA,NA
C1181,Park Brake Valve Solenoid #1 Sense Input Circuit Short to Gound,NA,NA
C1182,Park Lamp Flash Relay Circuit Failure,NA,NA
C1183,Park Lamp Flash Relay Circuit Short to Battery,NA,NA
C1184,ABS System Is Not Operational,NA,NA
C1185,ABS Power Relay Output Circuit Failure,NA,NA
C1186,ABS Power Relay Output Open Circuit,NA,NA
C1187,Brake Fluid Level Sensor Input Open Circuit,NA,NA
C1188,Brake Fluid Level Sensor Input Short Circuit To Battery,NA,NA
C1189,Brake Fluid Level Sensor Input Short Circuit To Ground,NA,NA
C1190,Speed Wheel Sensor LF Input Short Circuit To Battery,NA,NA
C1191,Speed Wheel Sensor LF Input Short Circuit To Ground,NA,NA
C1192,Speed Wheel Sensor RF Input Short Circuit To Battery,NA,NA
C1193,Speed Wheel Sensor RF Input Short Circuit To Ground,NA,NA
C1194,ABS Outlet Valve Coil LF Circuit Failure,NA,NA
C1195,ABS Outlet Valve Coil LF Circuit Open,NA,NA
C1196,ABS Outlet Valve Coil LF Circuit Short To Battery,NA,NA
C1197,ABS Outlet Valve Coil LF Circuit Short To Ground,NA,NA
C1198,ABS Inlet Valve Coil LF Circuit Failure,NA,NA
C1199,ABS Inlet Valve Coil LF Circuit Open,NA,NA
C1200,ABS Inlet Valve Coil LF Circuit Short To Battery,NA,NA
C1201,ABS Inlet Valve Coil LF Circuit Short To Ground,NA,NA
C1202,ABS Outlet Valve Coil Rear Circuit Failure,NA,NA
C1203,ABS Outlet Valve Coil Rear Circuit Open,NA,NA
C1204,ABS Outlet Valve Coil Rear Circuit Short To Battery,NA,NA
C1205,ABS Outlet Valve Coil Rear Circuit Short To Ground,NA,NA
C1206,ABS Inlet Valve Coil Rear Circuit Failure,NA,NA
C1207,ABS Inlet Valve Coil Rear Circuit Open,NA,NA
C1208,ABS Inlet Valve Coil Rear Circuit Short To Battery,NA,NA
C1209,ABS Inlet Valve Coil Rear Circuit Short To Ground,NA,NA
C1210,ABS Outlet Valve Coil RF Circuit Failure,NA,NA
C1211,ABS Outlet Valve Coil RF Circuit Open,NA,NA
C1212,ABS Outlet Valve Coil RF Circuit Short To Battery,NA,NA
C1213,ABS Outlet Valve Coil RF Circuit Short To Ground,NA,NA
C1214,ABS Inlet Valve Coil RF Circuit Failure,NA,NA
C1215,ABS Inlet Valve Coil RF Circuit Open,NA,NA
C1216,ABS Inlet Valve Coil RF Circuit Short To Battery,NA,NA
C1217,ABS Inlet Valve Coil RF Circuit Short To Ground,NA,NA
C1218,Lamp ABS Warning Output Circuit Failure,NA,NA
C1219,Lamp ABS Warning Output Circuit Open,NA,NA
C1220,Lamp ABS Warning Output Circuit Short To Battery,NA,NA
C1221,Lamp ABS Warning Output Circuit Short To Ground,NA,NA
C1222,Speed Wheel Mismatch,NA,NA
C1223,Lamp Brake Warning Output Circuit Failure,NA,NA
C1224,Lamp Brake Warning Output Circuit Open,NA,NA
C1225,Lamp Brake Warning Output Circuit Short To Battery,NA,NA
C1226,Lamp Brake Warning Output Circuit Short To Ground,NA,NA
C1227,Speed Wheel Sensor LR Input Short Circuit To Battery,NA,NA
C1228,Speed Wheel Sensor LR Input Short Circuit To Ground,NA,NA
C1229,Speed Wheel Sensor Rear Center Coherency Fault,NA,NA
C1230,Speed Wheel Sensor Rear Center Input Circuit Failure,NA,NA
C1231,Speed Wheel Sensor Rear Center Circuit Open,NA,NA
C1232,Speed Wheel Sensor Rear Center Input Short Circuit To Battery,NA,NA
C1233,Speed Wheel LF Input Signal Missing,NA,NA
C1234,Speed Wheel RF Input Signal Missing,NA,NA
C1235,Speed Wheel RR Input Signal Missing,NA,NA
C1236,Speed Wheel LR Input Signal Missing,NA,NA
C1237,Speed Wheel Rear Input Signal Missing,NA,NA
C1238,ABS Hydraulic Pressure Differential Switch Input Circuit Failure,NA,NA
C1239,ABS Hydraulic Pressure Differential Switch Input  Open Circuit,NA,NA
C1240,ABS Hydraulic Pressure Differential Switch Input Short Circuit To Battery,NA,NA
C1241,ABS Hydraulic Pressure Differential Switch Input Short Circuit To Ground,NA,NA
C1242,ABS Outlet Valve Coil LR Circuit Failure,NA,NA
C1243,ABS Outlet Valve Coil LR Circuit Open,NA,NA
C1244,ABS Outlet Valve Coil LR Circuit Short To Battery,NA,NA
C1245,ABS Outlet Valve Coil LR Circuit Short To Ground,NA,NA
C1246,ABS Outlet Valve Coil RR Circuit Failure,NA,NA
C1247,ABS Outlet Valve Coil RR Circuit Open,NA,NA
C1248,ABS Outlet Valve Coil RR Circuit Short To Battery,NA,NA
C1249,ABS Outlet Valve Coil RR Circuit Short To Ground,NA,NA
C1250,ABS Inlet Valve Coil LR Circuit Failure,NA,NA
C1251,ABS Inlet Valve Coil LR Circuit Open,NA,NA
C1252,ABS Inlet Valve Coil LR Circuit Short To Battery,NA,NA
C1253,ABS Inlet Valve Coil LR Circuit Short To Ground,NA,NA
C1254,ABS Inlet Valve Coil RR Circuit Failure,NA,NA
C1255,ABS Inlet Valve Coil RR Circuit Open,NA,NA
C1256,ABS Inlet Valve Coil RR Circuit Short To Battery,NA,NA
C1257,ABS Inlet Valve Coil RR Circuit Short To Ground,NA,NA
C1258,Speed Wheel LF Comparison Failure,NA,NA
C1259,Speed Wheel RF Comparison Failure,NA,NA
C1260,Speed Wheel RR Comparison Failure,NA,NA
C1261,Speed Wheel LR Comparison Failure,NA,NA
C1262,Lamp Warning Relay Circuit Failure,NA,NA
C1263,Lamp Warning Relay Circuit Open,NA,NA
C1264,Lamp Warning Relay Circuit Short To Battery,NA,NA
C1265,Lamp Warning Relay Circuit Short To Ground,NA,NA
C1266,ABS Valve Power Relay Circuit Failure,NA,NA
C1267,ABS Functions Temporarily Disabled,NA,NA
C1268,Motor Relay # 1 Circuit Failure,NA,NA
C1269,Motor Relay # 1 Circuit Short to Battery,NA,NA
C1270,Motor # 1 Input Circuit Failure,NA,NA
C1271,Motor # 1 Input Circuit Short to Gnd,NA,NA
C1272,Motor # 2 Input Circuit Failure,NA,NA
C1273,Motor # 2 Input Circuit Short to Vbat,NA,NA
C1274,Solenoid Relay # 1 Circuit Failure,NA,NA
C1275,Solenoid Relay # 1 Circuit Short to Vbatt,NA,NA
C1276,Park Brake Actuator Assembly Switch Applied Circuit Short to Gnd,NA,NA
C1277,STEERING Wheel Angle 1and 2 Circuit Failure,NA,NA
C1278,STEERING Wheel Angle 1and 2 Signal Faulted,NA,NA
C1279,Yaw Rate Sensor circuit Failure,NA,NA
C1280,Yaw Rate Sensor Signal Fault,NA,NA
C1281,Lateral Accelerometer circuit Failure,NA,NA
C1282,Lateral Accelerometer Signal Fault,NA,NA
C1283,Switch Test Signal Failure,NA,NA
C1284,Oil Pressure Switch Failure,NA,NA
C1285,Booster Solenoid circuit Failure,NA,NA
C1286,Booster Mechanical Failure,NA,NA
C1287,Booster Pedal Force switch circuit Failure,NA,NA
C1288,Pressure Transducer Main / Primary Input Circuit Failure,NA,NA
C1289,Pressure Transducer Redundant / Secondary Input Circuit Failure,NA,NA
C1400,Traction Control Valve RF Circuit Failure,NA,NA
C1401,Traction Control Valve RF Circuit Open,NA,NA
C1402,Traction Control Valve RF Circuit Short To Ground,NA,NA
C1403,Traction Control Valve RF Circuit Short To Battery,NA,NA
C1404,Traction Control Valve Rear Circuit Failure,NA,NA
C1405,Traction Control Valve Rear Circuit Open,NA,NA
C1406,Traction Control Valve Rear Circuit Short To Ground,NA,NA
C1407,Traction Control Valve Rear Circuit Short To Battery,NA,NA
C1410,Traction Control Valve LF Circuit Failure,NA,NA
C1411,Traction Control Valve LF Circuit Open,NA,NA
C1412,Traction Control Valve LF Circuit Short To Ground,NA,NA
C1413,Traction Control Valve LF Circuit Short To Battery,NA,NA
C1414,Incorrect Module Design Level,NA,NA
C1415,Incorrect Module Configuration,NA,NA
C1416,Damper RF Circuit Short To Battery,NA,NA
C1417,Damper RF Circuit Short to Ground,NA,NA
C1418,Damper RF Circuit Failure,NA,NA
C1419,Damper RF Circuit Open,NA,NA
C1420,Hydraulic Fluid Pressure/ Flow Circuit Short to Vbatt,NA,NA
C1421,Damper LF Circuit Short To Battery,NA,NA
C1422,Damper LF Circuit Short to Ground,NA,NA
C1423,Damper LF Circuit Failure,NA,NA
C1424,Damper LF Circuit Open,NA,NA
C1425,Damper RR Circuit Short to Ground,NA,NA
C1426,Damper RR Circuit Short To Battery,NA,NA
C1427,Damper RR Circuit Open,NA,NA
C1428,Damper RR Circuit Failure,NA,NA
C1429,Input-shaft-speed input circuit failure,NA,NA
C1430,Damper LR Circuit Open,NA,NA
C1431,Damper LR Circuit Short To Battery,NA,NA
C1432,Damper LR Circuit Short to Ground,NA,NA
C1433,Damper LR Circuit Failure,NA,NA
C1435,Accelerometer Rear Circuit Failure,NA,NA
C1436,Accelerometer Rear Circuit Signal Is Not Sensed,NA,NA
C1437,Accelerometer Rear Circuit Short To Ground,NA,NA
C1438,Accelerometer Rear Circuit Short To Battery,NA,NA
C1439,Vehicle Acceleration EEC-IV Circuit Failure,NA,NA
C1440,Pressure Transducer Main / Primary signal Faulted,NA,NA
C1441,Steering Phase A Circuit Signal Is Not Sensed,NA,NA
C1442,Steering Phase B Circuit Signal Is Not Sensed,NA,NA
C1443,Steering Phase A Circuit Short To Ground,NA,NA
C1444,Steering Phase B Circuit Short To Ground,NA,NA
C1445,Speed Vehicle Signal Circuit Failure,NA,NA
C1446,Brake Switch Circuit Failure,NA,NA
C1447,Traction Control Module Request Circuit Failure,NA,NA
C1448,Lamp Adaptive Damping Warning Circuit Failure,NA,NA
C1449,Traction Control Motor Coherency Fault,NA,NA
C1450,Traction Control Motor Circuit Failure,NA,NA
C1451,Traction Control Motor Circuit Open,NA,NA
C1452,Traction Control Motor Circuit Short to Battery,NA,NA
C1453,Traction Control Motor Circuit Short to Ground,NA,NA
C1454,Front Lateral Accelerometer Circuit Failure,NA,NA
C1455,Accelerometer Front Circuit Failure,NA,NA
C1456,Accelerometer Front Circuit Is Not Sensed,NA,NA
C1457,Accelerometer Front Circuit Short To Ground,NA,NA
C1458,Accelerometer Front Circuit Short To Battery,NA,NA
C1459,Adaptive Mode Switch Circuit Failure,NA,NA
C1460,Vehicle Accelerometer Power Circuit Failure,NA,NA
C1461,Vehicle Accelerometer Power Circuit Short to Battery,NA,NA
C1462,Left Front Vertical Accelerometer Circuit Failure,NA,NA
C1463,Right Front Vertical Accelerometer Circuit Failure,NA,NA
C1464,Pressure Transducer Redundant / Secondary Signal Faulted,NA,NA
C1465,Damper High Side Front Circuit Short To Battery,NA,NA
C1466,Damper Circuit Failure,NA,NA
C1467,Damper High Side Rear Circuit Short To Battery,NA,NA
C1468,Damper Low Side Front Circuit Failure,NA,NA
C1469,Damper Low Side Rear Circuit Failure,NA,NA
C1495,Traction Control Motor Potentiometer Circuit Failure,NA,NA
C1496,Traction Control Motor Potentiometer Circuit Open,NA,NA
C1497,Traction Control Motor Potentiometer Circuit Short to Battery,NA,NA
C1498,Traction Control Motor Potentiometer Circuit Short to Ground,NA,NA
C1499,"Transfer Case Contact Plate ""A"" Encoder Circuit Failure",NA,NA
C1500,"Transfer Case Contact Plate ""B"" Encoder Circuit Failure",NA,NA
C1501,"Transfer Case Contact Plate ""C"" Encoder Circuit Failure",NA,NA
C1502,"Transfer Case Contact Plate ""D"" Encoder Circuit Failure",NA,NA
C1503,Dynamic Stability Control Left Front Valve Malfunction,NA,NA
C1504,Dynamic Stability Control Right Front Valve Malfunction,NA,NA
C1505,Dynamic Stability Control Left Rear Valve Malfunction,NA,NA
C1506,Dynamic Stability Control Right Rear Valve Malfunction,NA,NA
C1507,Traction Control of Brake Exceeds Time-Out,NA,NA
C1508,Traction Control of Engine Exceeds Time-Out,NA,NA
C1510,Right Front Wheel Pressure Reduction Performance Problem,NA,NA
C1511,Left Front Wheel Pressure Reduction Performance Problem,NA,NA
C1512,Right Rear Wheel Pressure Reduction Performance Problem,NA,NA
C1513,Left rear Wheel Pressure Reduction Performance Problem,NA,NA
C1699,Left Rear Sensor Circuit Short to Vbat,NA,NA
C1700,Left Rear Sensor Circuit Failure,NA,NA
C1701,Left Rear Sensor Circuit Fault,NA,NA
C1702,RightRear Sensor Circuit Short to Vbat,NA,NA
C1703,Right Rear Sensor Circuit Failure,NA,NA
C1704,Right Rear Sensor Circuit Fault,NA,NA
C1705,Left Rear Center Sensor Circuit Short to Vbat,NA,NA
C1706,Left Rear Center Sensor Circuit Failure,NA,NA
C1707,Left Rear Center Sensor Circuit Fault,NA,NA
C1708,Right Rear Center Sensor Circuit Short to Vbat,NA,NA
C1709,Right Rear Center Sensor Circuit Failure,NA,NA
C1710,Right Rear Center Sensor Circuit Fault,NA,NA
C1711,Left Front Sensor Circuit Short to Vbat,NA,NA
C1712,Left Front Sensor Circuit Failure,NA,NA
C1713,Left Front Sensor Circuit Fault,NA,NA
C1714,Right Front Sensor Circuit Short to Vbat,NA,NA
C1715,Right Front Sensor Circuit Failure,NA,NA
C1716,Right Front Sensor Circuit Fault,NA,NA
C1717,Left Front Center Sensor Circuit Short to Vbat,NA,NA
C1718,Left Front Center Sensor Circuit Failure,NA,NA
C1719,Left Front Center Sensor Circuit Fault,NA,NA
C1721,Air Suspension Height Sensor Power Circuit Open,NA,NA
C1722,Air Suspension Height Sensor Power Circuit Short To Battery,NA,NA
C1723,Air Suspension Height Sensor Power Circuit Short To Ground,NA,NA
C1724,Air Suspension Height Sensor Power Circuit Failure,NA,NA
C1725,Air Suspension Front Pneumatic Failure,NA,NA
C1726,Air Suspension Rear Pneumatic Failure,NA,NA
C1727,Air Suspension Reservoir Pneumatic Failure,NA,NA
C1728,Transfer  Case unable to transition between 2H and 4H,NA,NA
C1729,Transfer  Case unable to transition between 4H and 4L,NA,NA
C1730,Reference Voltage Out of Range (+5 v),NA,NA
C1731,Air Suspension LF Corner Up Timeout,NA,NA
C1732,Air Suspension LF Corner Down Timeout,NA,NA
C1733,Air Suspension RF Corner Up Timeout,NA,NA
C1734,Air Suspension RF Corner Down Timeout,NA,NA
C1735,Air Suspension LR Corner Up Timeout,NA,NA
C1736,Air Suspension LR Corner Down Timeout,NA,NA
C1737,Air Suspension RR Corner Up Timeout,NA,NA
C1738,Air Suspension RR Corner Down Timeout,NA,NA
C1739,Right Front Center Sensor Circuit Short to Vbat,NA,NA
C1740,Right Front Center Sensor Circuit Failure,NA,NA
C1741,Right Front Center Sensor Circuit Fault,NA,NA
C1742,Rear Sounder Circuit Failure,NA,NA
C1743,Rear Sounder Circuit Short to Vbatt,NA,NA
C1744,Front Sounder Circuit Failure,NA,NA
C1745,Front Sounder Circuit Short to Vbatt,NA,NA
C1748,Switch input Circuit Short to Gnd,NA,NA
C1749,Trailer Input Circuit Failure,NA,NA
C1750,Accelerator Position Sensor Out of Range,NA,NA
C1751,Vehicle Speed Sensor # 1 Output Circuit Short to Vbatt,NA,NA
C1752,Vehicle Speed Sensor # 1 Output Circuit Short to Gnd,NA,NA
C1753,Hydraulic Clutch Actuator Valve Signal Fault,NA,NA
C1754,Hydraulic Clutch Actuator Valve Circuit Failure,NA,NA
C1755,Power Limit Shutdown Fault,NA,NA
C1756,Air Suspension Front Height Sensor High (SE) Signal Circuit Failure,NA,NA
C1757,Air Suspension Front Height Sensor High (SE) Signal Circuit Open,NA,NA
C1758,Air Suspension Front Height Sensor High (SE) Signal Circuit Short To Battery,NA,NA
C1759,Air Suspension Front Height Sensor High (SE) Signal Circuit Short To Ground,NA,NA
C1760,Air Suspension Rear Height Sensor High (SE) Signal Circuit Failure,NA,NA
C1761,Air Suspension Rear Height Sensor High (SE) Signal Circuit Open,NA,NA
